Task,Prompt,Model,Response,Duration (s),GPU Utilization (%),GPU Power (W),VRAM Usage (MB),CPU Utilization (%),CPU Power (j)
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.99325156211853,0.0,24.58,11907.0,0.2,258999.839155
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.9580659866333,0.0,24.63,11825.0,0.0,259671.07407
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.8153016567230225,0.0,24.8,11907.0,0.0,261553.85929
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.798885107040403,0.0,24.68,11907.0,0.0,261817.673495
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.734496593475342,0.0,24.64,11825.0,0.0,336.370415
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.878499746322632,0.0,25.23,11907.0,0.0,2196.298088
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",12.87645936012268,0.0,24.65,11907.0,0.0,2460.741137
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.65997052192688,0.0,24.63,11825.0,0.0,3422.126798
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.903325796127319,0.0,24.92,11907.0,0.0,5346.608749
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.97416925430298,0.0,24.56,11907.0,0.0,5614.723297
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.036088943481445,0.0,24.57,11825.0,0.0,6264.553237
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.932455539703369,0.0,25.0,11907.0,0.0,8161.415263
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.698993921279907,0.0,24.61,11907.0,0.0,8427.624238
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.091911554336548,0.0,24.55,11825.0,0.0,9093.360693
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.922357082366943,0.0,24.95,11907.0,0.0,10999.592873
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.90660285949707,0.0,24.37,11907.0,0.0,11259.179855
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.03178381919861,0.0,24.37,11825.0,0.0,11923.016596
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.815446138381958,0.0,24.99,11907.0,0.0,13819.855185
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",11.584499835968018,0.0,24.33,11907.0,0.0,14085.663891
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.286983013153076,0.0,24.44,11825.0,0.0,14915.045557
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.863213062286377,0.0,25.0,11907.0,0.0,16807.995606
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.956024646759031,0.0,24.38,11907.0,0.0,17072.096065
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.900994062423706,0.0,24.48,11825.0,0.1,17716.648981
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.88912558555603,0.0,24.77,11907.0,0.0,19604.102767
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.711930751800535,0.0,24.53,11907.0,0.0,19865.331896
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.155383110046387,0.0,24.55,11825.0,0.1,20520.77315
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.936619520187378,0.0,24.41,11907.0,0.0,22446.385164
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",12.707064628601074,0.0,24.5,11907.0,0.0,22713.592426
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.627273321151733,0.0,24.43,11825.0,1.2,23662.067476
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",6.104840993881226,0.0,24.64,11907.0,0.0,25566.239298
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.86380100250244,0.0,24.29,11907.0,0.0,25828.006328
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.99532461166382,0.0,24.33,11825.0,0.0,26481.746964
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.829813241958618,0.0,24.25,11907.0,0.0,28390.054701
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.853692770004272,0.0,24.3,11907.0,0.1,28653.491222
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.00129771232605,0.0,24.32,11825.0,0.1,29304.203057
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",6.034741401672363,0.0,24.6,11907.0,0.0,31207.545352
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",12.553387641906738,0.0,24.37,11907.0,0.1,31472.947932
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.475043296813965,0.0,24.45,11825.0,0.0,32355.943657
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",6.078455209732056,0.0,24.83,11907.0,0.0,34264.406667
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.89322829246521,0.0,24.39,11907.0,0.0,34532.617895
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.81484031677246,0.0,24.37,11825.0,0.1,35180.056362
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.937973260879517,0.0,24.46,11907.0,0.0,37059.600256
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.721539974212646,0.0,24.32,11907.0,0.1,37326.353418
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.7013156414032,0.0,24.5,11825.0,0.0,37982.797783
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.8446362018585205,0.0,24.5,11907.0,0.0,39848.724219
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",12.246552228927612,0.0,24.33,11907.0,0.0,40100.782229
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.77203345298767,0.0,24.4,11825.0,0.0,40942.436446
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",6.113220691680908,0.0,24.64,11907.0,0.0,42892.210019
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",9.90801215171814,0.0,24.47,11907.0,0.1,43161.371135
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.78348970413208,0.0,24.41,11825.0,0.0,43816.368481
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.824568271636963,0.0,24.34,11907.0,0.0,45708.65569
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",11.461997985839844,0.0,24.38,11907.0,0.0,45968.218502
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.504456281661987,0.0,24.54,11825.0,0.0,46710.992296
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.961043119430542,0.0,24.37,11907.0,0.0,48628.038048
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.0359525680542,0.0,24.46,11907.0,0.0,48903.872791
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.855411291122437,0.0,24.41,11825.0,0.0,49560.492509
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.9069554805755615,0.0,24.6,11907.0,0.0,51458.459696
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.081203699111938,0.0,24.36,11907.0,0.0,51713.24359
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",20.052279710769653,0.0,24.23,11825.0,0.0,52379.140689
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",6.320450782775879,0.0,24.45,11907.0,0.0,54458.959461
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.021746635437012,0.0,24.24,11907.0,0.0,54737.908454
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.165281772613525,0.0,24.34,11825.0,0.0,55399.408287
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The",5.793752431869507,0.0,24.63,11907.0,0.1,57315.292725
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.28001070022583,0.0,24.34,11977.0,0.1,57577.247743
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.181772232055664,0.0,24.3,11955.0,0.6,58240.511914
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",8.358799457550049,100.0,74.08,10719.0,0.1,60131.276483
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",13.8340003490448,0.0,24.28,11791.0,0.1,60421.763288
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.781782388687137,0.0,24.3,11831.0,0.0,61467.82781
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.5927393436431885,100.0,74.01,11861.0,0.0,63401.343795
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.052424669265749,0.0,24.42,11831.0,0.0,63673.533345
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.252438068389893,0.0,24.3,11831.0,0.0,64347.877871
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.594889163970947,100.0,72.95,11861.0,0.0,66238.441269
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",11.869419813156128,0.0,24.34,11831.0,0.1,66500.256089
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",19.262388944625854,0.0,24.42,11831.0,0.5,67304.010684
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.497454643249512,100.0,73.77,11861.0,0.0,69240.536916
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.125324010849,0.0,24.42,11831.0,0.1,69507.58091
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",17.94858145713806,0.0,24.39,11831.0,0.0,70185.318188
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.473345518112183,100.0,74.24,11861.0,0.0,72032.110885
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.159669637680054,0.0,24.32,11831.0,0.0,72293.990097
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.253133535385132,0.0,24.32,11831.0,1.9,72968.673429
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.626654863357544,94.0,72.42,11861.0,1.9,74914.928517
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",11.664092779159546,2.0,24.44,11845.0,2.1,75246.436457
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.76994228363037,0.0,24.34,11877.0,1.6,76175.683041
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.524130821228027,100.0,73.06,11871.0,0.6,78279.961468
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.152942895889282,2.0,24.45,11845.0,0.5,78615.721106
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',Qwen/Qwen2.5-7B,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'?
The sentiment of the statement 'I am very disappointed with my purchase.' is negative.",18.37208914756775,0.0,24.47,11831.0,0.5,79407.302454
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',google/gemma-2-2b-it,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

The sentiment of the statement is **negative**. 

Here's why:

* **""Disappointed""** is a strong negative emotion. 
* The statement expresses a feeling of dissatisfaction with a purchase. 


Let me know if you'd like to analyze another statement! 
",7.422912359237671,100.0,74.1,11861.0,0.0,81445.24969
sentiment_analysis,What is the sentiment of this statement: 'I am very disappointed with my purchase.',mistralai/Mistral-7B-Instruct-v0.3,"What is the sentiment of this statement: 'I am very disappointed with my purchase.'

",10.268457889556885,0.0,24.35,11831.0,0.0,81726.452095
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,13.920811653137209,0.0,24.43,11831.0,0.0,82401.529407
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.589322090148926,100.0,46.47,11861.0,0.0,83557.774555
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.510713815689087,2.0,24.51,11831.0,0.4,83731.436586
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,15.179040908813477,0.0,24.45,11831.0,0.3,85344.714439
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.606302738189697,95.0,45.93,11861.0,0.0,86660.722056
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.77170467376709,0.0,24.33,11831.0,0.0,86839.781778
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.925636291503906,0.0,24.42,11831.0,0.2,88426.176582
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.796574354171753,95.0,45.98,11861.0,0.0,89622.909908
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.025121450424194,0.0,24.37,11831.0,0.1,89803.039879
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.275962114334106,0.0,24.35,11831.0,0.4,91154.265484
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.775033950805664,100.0,46.4,11861.0,0.0,92309.336563
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.567559719085692,0.0,24.36,11831.0,0.0,92496.432153
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.72118353843689,0.0,24.49,11831.0,0.1,93978.188309
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.725423336029053,100.0,45.77,11861.0,0.0,95172.405527
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.229947090148926,0.0,24.5,11831.0,0.0,95350.974772
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.19393277168274,1.0,24.59,11831.0,1.2,96710.784035
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.567878723144531,100.0,44.88,11861.0,0.0,97890.447092
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.142678022384644,0.0,24.32,11831.0,0.0,98083.852725
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,13.9757239818573,0.0,24.53,11831.0,0.0,99438.039749
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.521183490753174,100.0,46.81,11861.0,0.0,100574.6395
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.53718614578247,0.0,24.32,11831.0,0.0,100757.108821
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,15.38000464439392,0.0,24.48,11831.0,0.0,102232.586123
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.726136207580566,95.0,45.43,11861.0,0.0,103441.331319
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.100133895874023,0.0,24.45,11831.0,0.1,103632.214009
